Customer ID,city,confidence,order_count,score_Delhi,score_Mumbai,score_Bangalore,score_Hyderabad,score_Pune,score_Kolkata
50ce7b0f6da19da3d8b6e39b3028977797924ddb3cf028339c279224bd2d8b30,Hyderabad,1.0,2,1.844,1.006,0.764,2.254,0.392,0.749
50d177da2a6269d0963ca595e2e9a5491a8a29577ccd01eb0bfe7cb6b8ee7d44,Hyderabad,1.0,1,0.033,-0.517,-0.547,0.853,-0.987,-0.972
50dcb810cea5d86a7f6f12ee602d462a5a8b1003363e01f4b16f4a069203f9a9,Hyderabad,1.0,1,0.369,0.969,-0.211,1.339,0.242,-0.036
50dd746e3720c0a8cf0b9cbbef66f7e40492694fc42cca19ac58541c216e4e7c,Delhi,1.0,1,1.72,0.35,0.15,1.46,-0.254,-0.035
50ddb242cc02aceb156998f22f5a994760e4e5fdbcf68add84920e493b431d05,Kolkata,1.0,1,-0.144,-0.035,-0.239,-0.442,0.928,1.101
50e012fdbc91a5040bddf4e5fe60216aef555f2ca28ab2f913a3038bbffe9f89,Kolkata,1.0,16,0.256,0.018,-0.228,0.305,1.052,1.187
50e2bcf7e4c414f82e8bfb2c71c057895d08d8ccc3899a8bb7a3ed8aa9b04da9,Hyderabad,1.0,4,2.039,0.159,0.259,2.295,0.135,0.309
50e4a3c3e292b0826f0225967b64baeb7c0b2d19f48271092bfa727b6612b492,Hyderabad,1.0,1,1.081,-0.7,-0.53,1.571,-0.209,-0.374
50ed320ddc0288ab5582097d38f8d9afffeea699dc41e519c9e8bf57d68d131e,Hyderabad,1.0,1,1.513,0.577,0.352,1.657,-0.378,0.118
50f2675476379096516a196a06791f137ace0c55ddc48172e5d0808bb643aba4,Mumbai,1.0,1,0.399,1.899,0.569,1.069,0.387,0.717
50f6cd259175379dccb89e38591f4804032f81fab9daf6c2aa83da0e8f1344ec,Delhi,1.0,1,-0.589,-1.519,-1.809,-0.969,-2.599,-2.284
50f990207cd6b7ae28e699cd820ea121032a017dceac8424e3fbe805a3ddd6ac,Mumbai,1.0,1,0.52,1.859,0.484,0.476,-0.059,0.526
51048113d324f042aa291422f52e6b3ce78167435fef98db6b58429a223cd9ec,Hyderabad,1.0,7,1.811,0.611,0.381,2.308,0.469,0.606
5115f5acd79a494ef6d89bd80f121df4144b867fa63d065677e1796efbb3948c,Kolkata,1.0,1,0.411,0.25,0.3,0.785,1.625,1.866
511a3fa2534befcf01b9b66daf9738f16415beff4523b35cb51c5083f46f94f4,Hyderabad,1.0,1,1.212,-0.138,0.332,2.032,0.174,0.196
511f96da32331f045d6bee1d18a20f107e396d1ef966f359fe3bdb20cdebdd4d,Hyderabad,1.0,3,1.667,-0.471,-0.113,2.432,0.17,-0.088
512202fce930daa453afe6ff7bd43f265b84c4758fe8e47c76dc2544509c68cb,Mumbai,1.0,1,0.344,1.544,0.214,1.014,0.443,0.389
512863c61accc5a646f8890817e8d1a43f389ce630a90dc0905b34f01fb2e78e,Kolkata,1.0,3,0.258,0.478,0.128,1.068,1.548,1.713
513008920835687d059c700fd9c18d2274190473ecb74df3025f64ee8103ce90,Mumbai,1.0,1,-0.177,1.848,0.028,-0.572,-0.732,-0.447
513235ccec592b2d8ea49c5d52dabf77a4bf111dc7e83e45b696e917ff6156a5,Bangalore,1.0,1,-0.282,-0.462,1.088,0.328,-0.192,-0.327
5132e19203d0558b6281df8c01bc644b35e05979f88619caf8a2dab299fd0ef9,Mumbai,1.0,2,0.455,1.805,0.272,0.685,0.088,0.297
51395bea140a7a4399e05b6e6851190299eb1ae03bab10af130b7d77b3679992,Hyderabad,1.0,2,1.66,0.66,0.33,2.33,0.41,0.505
513f467f6ada9a35a51ed44a35ad32d9b4192aab58de7ba607c89cbba2f6b7bf,Hyderabad,1.0,2,1.672,0.372,0.117,2.492,0.277,0.292
513f7cb4adae6384ea72224ba847aca3db131fb2586a44b42acfe86beafa778c,Kolkata,1.0,1,0.247,0.491,0.411,-0.1,1.24,1.525
5142c75d7a5215c3ccac802fc68ec8b86792ceccd33334e875b711c591b6d82c,Mumbai,1.0,2,0.179,1.799,0.349,0.712,-0.008,0.434
51445c025a0acfe3a42bbc1c0cd624e20abf3101d609e8a504be2626917a67f5,Hyderabad,1.0,1,1.986,0.398,0.206,2.896,0.126,0.291
51462705878fbe20cdf173e408385bc3bd551f1c6d8dc38a6ddfda3627b6d0d2,Mumbai,1.0,1,0.528,1.976,0.317,0.558,-0.102,0.183
514a95399c52a9098443aed3e8b1fd435c7786e798af36ac026b7505dcf45420,Hyderabad,1.0,1,1.439,-0.961,-0.641,2.409,-0.181,-0.466
51518ebbcfbf8a2f36640f5744fc078564998a30aa69aec02f703d4ca60ccaac,Hyderabad,1.0,21,1.572,0.114,0.357,1.628,0.123,0.121
5155b211a0152212f88223162ed3aff441242c29a9d6496fb71ea9c857b05eb6,Kolkata,1.0,1,-0.869,0.081,0.051,-0.049,1.111,1.126
5156badfde828010b13b85fc76a4f6ef35bd3d46f29472a784e17bc45e2cd496,Hyderabad,1.0,2,1.71,0.41,0.155,2.53,0.315,0.33
515baefc28449c70e9506380896998e640d5513be7c381cd5a69e053558f0584,Kolkata,1.0,2,-0.072,0.615,0.153,-0.315,0.781,1.403
516ebb82c15d00198fb5654ac9edee602d77c42b663bb5536ec4a4f736d5cc1e,Hyderabad,1.0,4,1.752,0.722,0.392,2.387,0.151,0.357
516ff0d05b921a19ef5f780fb04da7ec145dfdc2cd65da5d189b9e85ca7e3aba,Hyderabad,1.0,1,1.411,0.475,0.25,1.566,-0.276,0.016
51768b442f58021b658d89ba5e47cfd7c392fa32222e0bcb41b389f11aa6a552,Hyderabad,1.0,1,0.532,1.132,-0.048,1.488,0.104,0.083
517925362326952b7d16329cb0763b77f34a05bc96e4a6d146933ff949b78bbb,Kolkata,1.0,3,0.358,-0.128,0.072,0.513,1.427,1.588
517e4c953a83bd5f2e240a5a46f8954a04ce85fe298d12f910af17ca0c684189,Delhi,1.0,1,1.474,0.998,0.913,1.432,-0.153,0.507
5180e2c78d4d679208c95fb973da05d92d9f5e6369edf838313ed361454054ef,Hyderabad,1.0,3,1.659,-0.291,-0.083,2.238,0.29,0.092
518315a095dbd85f58de61be662a4dc3cd582e9871d57476f0eb48af0ccf6384,Delhi,1.0,1,0.608,-0.367,-0.687,0.213,-1.372,-1.012
5186c16a77d2c50d8f1d4ba05a1006b5a90f9186f21c775e6b771b704cb13228,Delhi,1.0,12,1.85,1.241,0.399,1.673,-0.19,0.284
518f0fc14d70a21670107dad34ff70bf58ff5c72f2e3a0783a06770b9ca4bc07,Kolkata,1.0,3,0.064,0.469,0.269,0.063,1.324,1.534
5198322ff20c05c7fd663f6b92d402ba49d565f102b7076e407c9403b6c602c9,Delhi,1.0,1,2.291,1.053,0.655,2.031,0.176,0.611
519c7fd422ea0a3d832cd430e89ebe63c13406ed2e165382936d5504654e2bf4,Hyderabad,1.0,1,1.22,0.831,0.54,1.58,-0.49,0.125
519df57782a36ad757cbd56552a5738a21629fed08ba167910948ea48bd52389,Mumbai,1.0,1,-0.657,1.331,-0.377,-0.939,-1.174,-0.777
51a05cd8a872249af102d36b9d2ce1e99579abf91c7925e54e04d636a065d832,Hyderabad,1.0,1,1.486,0.05,0.25,1.491,0.099,0.166
51a070368353d5fd1fa5e93d44884d57a1258d12246d6f19029bb6a4a9e523a6,Hyderabad,1.0,1,1.11,0.355,0.175,1.175,-0.03,0.18
51b7d02976793a87ddb37f286f817eafa2dc1c7bfbc85b90016024320d24d3e8,Delhi,1.0,2,2.286,1.155,0.863,2.106,0.327,0.874
51b8de17d48a4b6d418622182c273c4bca0b9d0f5801104e53b82b20ae0d630a,Mumbai,1.0,4,0.259,1.943,0.536,0.447,0.339,0.578
51c17e85b4caca67e60554999ac4b7eb2208f9229dada2a5125391c10d0d9099,Pune,1.0,1,-0.304,-1.204,-0.884,0.666,1.076,0.791
51c7e54a780c47667f4371d331ace5f148da191a00d41e330a755d2c1f37c2f0,Hyderabad,1.0,3,1.736,0.056,0.106,2.162,0.109,0.191
51cb282b430a04042d89634fc6d4d543616a4fa6f92cc013dd9c499d55ddc422,Delhi,1.0,2,1.251,1.151,0.381,0.881,-0.704,-0.044
51d1bc93591ce0052d0c999ad43f4a3e1af817d9d9fe4fcd7fced2d4032884e0,Delhi,1.0,4,1.535,0.304,0.503,1.486,-0.24,0.128
51d2da17acbc864e28b5daa985957b1df293f64e7c81909d214db53119807176,Delhi,1.0,1,1.645,1.189,0.609,1.31,-0.239,0.265
51d48b41dda503fb25285679824275cb60109a2bbed4a58c6ae2c8e364418938,Delhi,1.0,1,0.807,-0.468,-0.713,0.562,-1.398,-1.038
51e170fb230602417ee3632dc24533e308babdbbb48362546bbb3089905a61ee,Delhi,1.0,1,0.978,-0.622,-0.992,0.708,-1.452,-1.167
51e71420509570ebf1c2895e56a6e69dfa42c44c298196da11f61bb46ced8847,Mumbai,1.0,1,-0.698,1.252,0.222,0.122,-0.218,-0.203
51eee8a016279d243f55fc776e5222bbbefb88aed9a9ce4f0248c072fd1d65fb,Hyderabad,1.0,5,2.09,0.47,0.52,2.35,0.352,0.605
51f61d6e41c956156e1b8be1c84f2e6af08f784750003ae78ec808d0b333d403,Mumbai,1.0,1,-0.163,1.056,-0.274,-0.173,0.047,-0.118
5203f8ddcba5a85126a4dd5d7d875b64535bd3d819778a8ce5a88c66f24e5a9c,Mumbai,1.0,1,-0.325,1.625,0.595,0.495,0.211,0.47
5205ce414d434fe4bc0b57b31a3599ad3706fc5544c0408bf4c2c904d0241807,Hyderabad,1.0,1,2.038,-0.223,-0.023,2.257,-0.153,0.043
5206d78e4e8f90801c26c5b023bdca4ece475025ddc5d710b4fc42432069b7b3,Hyderabad,1.0,1,1.341,-0.339,-0.289,1.951,-0.069,-0.204
520cd64fdd1af85f73ecc75d33e7b6e7113e9a6baaf31ff336597ebc7c7599a8,Hyderabad,1.0,1,0.316,1.216,0.036,1.286,0.147,0.211
520e0f23516427eb54bc2dd8175a76b4f189bdbe89a5b7e991c5d8773414b0b2,Mumbai,1.0,1,0.006,2.286,0.636,-0.338,-0.398,0.287
520efda80cbbf470ac6ab91420f86b4aac80293cd8a39faffe30cb77a0258d4c,Mumbai,1.0,1,0.677,1.596,0.341,0.817,0.399,0.495
521525ed27e7009065060ea27e54773aed711a1d410b1e4643aeaaa5109caca6,Mumbai,1.0,1,0.254,1.574,0.124,0.636,-0.084,0.081
521a16f431753505d4a051124db32886d5507bde885c1ef5e8e542576c97dd1a,Mumbai,1.0,3,-0.049,1.315,0.065,0.056,-0.166,-0.119
5225e4e933d16f8781755bde4c3e12a96bd6bff094072691da1b33f6ea56c05c,Hyderabad,1.0,2,1.656,-0.144,0.026,2.076,0.486,0.201
5226c99390fe5c9990de60cd2a2eed0f7ce98b6d99b681a4a1c53c4d23834538,Hyderabad,1.0,2,1.724,-0.357,-0.112,1.864,0.209,0.044
522fd8bcafa05599dff7c77b7e562efa8c94437da5f08c423ee443e67fc6097a,Hyderabad,1.0,1,-0.214,-2.014,-1.394,0.606,-0.784,-1.069
52342a34b37b14727cfb279e4924f118a575636cc1b04c853ade7c5f423f4462,Mumbai,1.0,2,0.574,2.344,0.942,0.266,0.136,0.751
523d60581ebb19b36db030c2597275d6e4a3ae6215caec2b6a2b82b440fe94a6,Delhi,1.0,2,0.693,-0.486,-0.72,0.394,-1.373,-1.045
52421526d4b8017a6e8c31fe49a5bb7a61afc46a9a1115088450c626311a4174,Mumbai,1.0,1,-0.815,0.835,-0.195,0.005,-0.335,-0.62
52430e43a64e15803e7efcd1cb10252e4174e023d4711d5d29be504927fdd3ae,Mumbai,1.0,9,-1.26,0.34,-0.723,-0.457,-0.697,-0.882
5244dd416bd9578f8fcdbb3d18fb4296dc9c8caac7b1b50f73cd303dd5b65aff,Mumbai,1.0,1,0.139,1.879,-0.081,-0.281,-0.241,-0.006
5246c03ef5b8e2a4c16cdd2919575ac4a83928995ba2dca3136b355c9f211de5,Delhi,1.0,1,1.795,0.278,0.234,1.55,-0.41,-0.05
52475519aee0439c1239e5285881bbe3c2e27cd9f9b7db0ab3f1ed0e49278532,Hyderabad,1.0,1,2.115,0.015,-0.065,2.681,-0.289,-0.124
524fbd7e3097a3b2552901abe68f86c5318536b1222bb9eac112cb0c7df66595,Mumbai,1.0,1,-0.899,0.601,-0.279,-0.079,0.031,0.046
525506ff8913431d0ed23735a6bfd38fbd04cef3d53edc1a0a8ad54f292529e4,Mumbai,1.0,1,-0.754,1.016,-0.134,-0.005,-0.725,-0.649
525f7d56e4d9be86f44d445409d506f4a6dd0af1768d5a4c8b8c6c8fd2bfec55,Hyderabad,1.0,1,1.702,0.022,0.072,2.188,-0.032,0.133
5262ca40955c9efa0ccea514c16f3bb89c74b9f80fabf87f293de50797dcd3ed,Hyderabad,1.0,1,1.215,-0.135,0.335,2.035,0.171,0.21
526887e1b5c7964607cd9d262830e157519e3b31a867a18c088da365d3f85858,Hyderabad,1.0,2,1.147,-0.233,0.017,1.607,-0.113,-0.198
5273305422959799ef5bde0f5fbe559b059d1e90743c25fdbe4913aba9b88e78,Kolkata,1.0,1,-0.283,0.006,0.356,-0.372,1.043,1.403
5276037ec143e2d0618729d9a56a7ac3a0881dc414c7371f2b31d590f9467668,Pune,1.0,1,0.412,-0.488,-0.168,1.382,1.709,1.507
527daa71acf43641bb6f3f9ba83821311f39974db376abb8b82b38a0ab90d7fb,Hyderabad,1.0,1,0.626,0.215,0.065,1.206,-0.754,-0.469
528ee04bcd2ed7cba7c30a4d4a33a670c4ce179870d88354b7d79c63a4d6220a,Bangalore,1.0,3,-0.045,0.045,1.714,0.102,-0.426,-0.261
5291105b9e79228c4bbc4d5a2cc345cf5bb25898552fc8cdfc4b07ca66558568,Bangalore,1.0,1,0.28,1.23,2.26,0.011,-0.099,0.536
529281c0ce40540fe562c31ee840d3bdea272ffd09c8d92965b73c7d69246921,Bangalore,1.0,5,0.293,-0.007,1.663,0.963,0.509,0.338
5297bf7465e755357dc75e5bf47d1865d381e03fd6753e479ab8c13920579e74,Delhi,1.0,1,1.318,0.418,0.148,0.948,-0.662,-0.327
529c18c4411ba817101dc0e79bf31b4fa7765217053379c07c32dd7a0fc9734c,Delhi,1.0,1,0.711,-0.534,-0.697,0.451,-1.321,-0.961
52a13ff881065343cb3c785da23b82bf543f989ede3d35a7c5bd2abf6461ae72,Hyderabad,1.0,1,1.629,-0.107,0.168,1.784,-0.119,0.084
52a6b6f9389e313f0eb3af9b2b3217e47f8396ca01ff7508e139c2819c03c581,Hyderabad,1.0,3,2.065,0.115,0.405,2.272,0.18,0.305
52a6cced725a9088190628a4308debbc97f99a9386189045f410125ba1bc2ddb,Delhi,1.0,2,1.333,0.763,0.063,1.073,-0.777,-0.172
52a7316ad2beed22a08464f820c797ecf86a03e1c6b224be46eccf161ce87fff,Pune,1.0,1,0.1,-0.256,0.139,0.315,1.735,1.645
52a81ef4f6021cb39ffb159094ff109be997d4facde77dcf0bb0aab05ecb89c2,Hyderabad,1.0,1,1.83,-0.45,-0.25,2.661,-0.309,-0.165
52ac07874cb828fd2e8e2e6f236709a5972418d6d09b76c03d844439b6e2c7da,Mumbai,1.0,1,0.43,2.12,0.594,0.095,0.025,0.385
52ac6bbb8a58eb7b1591b0d9543666fedb3c90621e33ef252c507cebe7175cc4,Mumbai,1.0,1,0.632,1.865,0.402,0.842,0.122,0.287
52b1c9ff73fc77ce2dca33296d4581c487be8da50c338462cb7d6e35c8cde6bd,Delhi,1.0,1,0.782,0.446,-0.254,0.387,-1.273,-0.688
52b7b69881e5671782ca958ae8672ef606d777240fb874dcea15549f6ceab7e5,Mumbai,1.0,1,0.298,1.798,0.468,0.968,0.489,0.643
52b87ed91188e6c3298adbca9a68c3cb566a93f9ec313c5d1eb94272b59aa2c4,Kolkata,1.0,3,0.152,0.122,0.472,0.554,1.943,1.967
52b9ffc1aa04be7615713017758d6f618c1d36bf929e5b99153fe0c6e2dad5cc,Mumbai,1.0,1,-0.142,1.478,0.028,0.468,-0.052,0.113
52ba82f671e16201805fcbc3df1d2f3252920bc712b43174abf4c64f56f2e11a,Hyderabad,1.0,1,0.153,0.753,-0.427,1.123,0.033,-0.252
52bd66d1578b0dab30e07d3b45c04f0d19f5c9f3fff65a8a8d75754c0229dd21,Kolkata,1.0,1,0.385,0.411,0.578,0.019,1.359,1.644
52c8d8cbae553e6c5ee5d61b52d731080e982f2db6e85a4ad7f284bd73f12818,Hyderabad,1.0,1,2.076,-0.324,-0.004,2.969,0.061,0.171
52d9ed1dd90ed366589bfd5977e409869d6a702e02b83d25b4139651856f0c0d,Mumbai,1.0,1,-0.393,1.257,0.227,0.427,0.196,0.102
52dc6b3d787f0a6b1d98d11e723b2d9dc5dadcbd5f50c64f95f93936d02d701f,Kolkata,1.0,1,-0.607,-0.202,-0.402,-0.942,0.603,0.863
52e441903e0cd2afdb01f3bbea5493b9a436cdccf6c574270c6fe17278bc51dc,Delhi,1.0,2,1.421,0.897,0.351,1.076,-0.684,-0.074
52e46794caabbe34c09e6e01eb42843279c8cb8af0b17128618888a6d0d3582b,Mumbai,1.0,3,0.583,1.333,0.115,1.258,0.265,0.29
52f19a3415be367b2fdca111449f006e488a4ef6b8f92972f00effa2eec52c41,Delhi,1.0,2,1.863,0.882,0.552,1.853,0.552,0.708
52f7283b0e2a698cd17c23e10769f8f1f69fbd3eee2a82ab58b25f3beadf89a1,Delhi,1.0,1,1.461,0.025,0.225,1.41,-0.25,-0.009
52fbe48d09c8a9ddb437ee59404b960164ac2deaaf33a2a7cac586d576d2b69d,Delhi,1.0,1,1.763,0.402,0.052,1.293,-0.367,-0.082
52fc512ebeaf15128011d129d9eeb1b5b5dafafb75cfba5fde4452500c02bf5d,Mumbai,1.0,2,-1.438,0.212,-0.818,-0.618,-0.808,-0.943
530090ae7dbb23bcbe7410c58416888ba1c1e0c915be5e10b9bc42aff2623fe2,Hyderabad,1.0,1,1.936,-0.235,-0.244,2.446,-0.524,-0.359
53019475e5b06c7ec272f67834ed0fb6fb5bcacd06867ca738ad4cbb37def62c,Bangalore,1.0,1,0.208,0.047,1.597,0.138,0.178,0.163
5309ed2e0eb916ead28e5f344b4f4929f2dcef3817ca230a6eb752aa4c4fba2b,Mumbai,1.0,2,0.522,1.997,0.792,0.821,0.151,0.666
530dbca24f9f3c1dd54aeb3ccf9abe50a6870ca5306e62c03cebd366953104d7,Kolkata,1.0,1,-0.12,0.974,0.36,-0.39,0.75,1.385
530f3d9d2efcb9b809e970f0a0e0d016b965be39079cea128fbf477c34dbe03f,Hyderabad,1.0,1,0.033,-0.517,-0.547,0.853,-0.987,-0.972
531a3a81a5cf52de47db8bce137e3665004eb5d9b27db9520d2c5ac9909a17bc,Delhi,1.0,2,2.226,0.307,0.502,2.223,0.376,0.568
531dc8828478b0866ddc3ffa670ddc8f056be59e2c0b05a6bff7eb7d5d2a7d47,Hyderabad,1.0,4,1.874,0.884,0.584,2.055,-0.009,0.564
531ee187b82647cf66a92fe91d42d42779885d9be1f7bc1f26294127a958b221,Hyderabad,1.0,1,0.509,1.109,-0.071,1.479,0.127,0.103
531f817f712646ba9247ad12b6168f04db6ce9b36363db4c02157967b9eedfc6,Hyderabad,1.0,1,1.533,0.653,0.203,2.143,0.123,0.288
53222f6f9fdc429203be13c27ba649e33c19c32044a7605e61fec7635213cada,Bangalore,1.0,1,-0.377,-0.677,0.993,0.293,-0.047,-0.332
532a4d38eae3c3f7af8be23afe7e3a4c3f6941b4caed8b12174a07494793f380,Delhi,1.0,1,-1.053,-2.193,-2.513,-1.403,-3.213,-2.928
5331eff1a39ff2bc39aa2fa6bf76650e5be87826b035734f6161c490dbad0411,Bangalore,1.0,1,0.191,0.03,1.58,0.621,0.161,0.146
53342d62d46664e0b5307826b74b985f12e73d19494e7a755d710466d4ea052f,Mumbai,1.0,1,0.603,1.893,0.373,0.813,0.093,0.258
533c3ddab33a37b1d589e5cf1ff48d6aa10a2a8f7b9c5a5af548a9f978bdc22d,Hyderabad,1.0,29,1.954,-0.177,0.093,2.441,0.391,0.256
533d117382f09491f8202bd940744d8667602a9686c6093384cac1a2f1effb4b,Hyderabad,1.0,1,1.778,-0.483,-0.283,2.508,-0.202,-0.217
533dff9fefdd96660ccd5b15db7b6985d96d4e1d52138340036642487341a549,Mumbai,1.0,1,-0.513,1.137,0.107,0.307,-0.351,-0.341
53407e18ea5ad2f6c509ec8f6f8fc940ce204a221613d3210abb68ee8a1780aa,Mumbai,1.0,1,-0.308,1.455,0.212,0.052,-0.668,-0.503
5346d76bff33b1734930146ac84c1c92e072ebfb3e112e2ef4e2165474f00914,Hyderabad,1.0,1,1.467,-0.269,0.006,1.622,-0.331,-0.228
534b94adb823a7b4f027739b0f3d615fef1bc499ab61d9b9f441560fb6b8645f,Mumbai,1.0,4,0.077,1.465,0.247,0.123,0.381,0.253
534e67ab9cf5303100566a6d8a1e79f539d063f209d9d88bfb4305459d30db7a,Hyderabad,1.0,6,1.701,0.321,0.177,1.82,-0.455,-0.238
534fbffb9ad8944897c7eaa64d98ccb7bda464e37795ee5e10895761c89fafa2,Mumbai,1.0,2,0.188,1.688,0.358,0.608,0.518,0.533
5350b85da3de329265ebadf11b003254e59de7ab847453114b6117244652cc54,Delhi,1.0,1,0.534,0.434,-0.336,0.164,-1.446,-0.811
5356d85a03f6121576841436c7ba716f7c50f9ec24305d7123b4fbcd89df510e,Mumbai,1.0,1,-0.464,1.625,0.475,-0.384,-0.276,0.091
5372e6b33082e849f2f25caf0d2833ef162d785685396ae46e8a5c8ff262242e,Delhi,1.0,1,0.75,0.305,-0.358,0.49,-1.266,-0.606
53773d43e407e29d2524655aed1cce9c9683a90d4480bdc08890f545aa28219e,Mumbai,1.0,1,0.111,1.675,0.375,0.06,-0.025,0.291
5377c7e432815c014e01e13518d7e8cf752c3f607acf7cde44e65ba0801f98b3,Mumbai,1.0,2,-0.301,1.299,0.219,0.319,0.029,0.094
5379b15b626b1f609cd63f3acabec3500b605e6c7ba535126c1d87a5f48b72fd,Bangalore,1.0,1,-0.673,-0.173,0.997,-0.003,-0.343,-0.328
5379b30e2c9d19ba32b3b29076ce293a0a5be7d10e2365067e4ab823206c14bc,Hyderabad,1.0,1,1.668,-0.012,0.038,2.222,0.002,0.123
5385467f84e5d87ac3097729ae78fc36672bfca53d87a4421ecc610d8d4b020a,Hyderabad,1.0,2,1.309,0.373,0.148,1.464,-0.371,-0.086
5393bd13d96ca939871e15d6f950f8d5ce66ed2d9688b96e0c4f7d1ec2a5b41f,Pune,1.0,4,0.197,-0.184,-0.023,0.742,1.697,1.562
539a64b260554b3a66867b90802ead73fb96737ecd69f03e57766788d40c2bef,Delhi,1.0,5,2.296,0.629,0.473,2.101,0.054,0.339
53a23a8867bcbd2bdf507db85538e30364ae546a0da24cb4a6d82538828e38a7,Hyderabad,1.0,1,1.311,-1.089,-0.769,2.281,-0.309,-0.594
53b546c7ea05d18480cb05f70b8f8056915a8295c311da7f3a77ebc0173c9c61,Hyderabad,1.0,1,0.169,0.889,-0.411,1.079,-0.191,-0.326
53b892a33177d294873b7ffd156df63526ea36746310b547474abd7589f71be3,Hyderabad,1.0,1,1.483,-0.197,-0.147,2.093,0.073,-0.062
53bbfe0b7ffb47ad703058e9963de80195e70e6960c695674668ed754e8dda2b,Delhi,1.0,2,1.598,0.88,0.637,1.375,-0.255,0.218
53bd72a3024dc0e0edf6378e8343dcc95e010c4bcaab7c366bff879e8cecd7d9,Hyderabad,1.0,3,1.835,0.035,0.205,2.147,0.665,0.38
53c364829f65d23021f4eeec5ca617975c0fad3ea43e030f6e9c22ab7d661685,Kolkata,1.0,1,-1.209,-0.579,-0.629,-1.469,0.164,0.411
53c6dbd6474f4729381599b755ad03e1084d0d50fcd18138cbdfcfea825b9265,Mumbai,1.0,1,-0.315,1.249,0.024,-0.16,-0.495,-0.21
53e09741ecef7bb1af3890c85dbb183af42cd778f628b8f29d99460b2ddcd509,Delhi,1.0,1,0.513,-0.612,-0.894,0.193,-1.617,-1.294
53e4aa4184d159e30ce8c6fdcd18479921fd24100bec47434611a5ece3159814,Bangalore,1.0,1,-0.726,-0.496,0.779,-1.036,-1.142,-0.906
53e4bb51eb5ee27ef91f4cbb0f1a337c696a0986f6b2b254e491eb8eb23582dd,Kolkata,1.0,1,-1.309,-0.559,-0.729,-1.629,-0.199,0.176
53e697481677cfebc8758bab1be4ca1360b6a947b14a835bb2da94c954452269,Mumbai,1.0,1,-0.835,1.115,0.085,-0.015,-0.205,-0.04
53e9124643c055339fcd475892a8e6b91a8eeba736188bfb056967ad1a9aae34,Delhi,1.0,6,2.148,0.437,0.316,1.886,-0.224,0.072
53ec014763e6dcfa35f30e00fa2d71e08e7e4a0df92473318249e52a97413ab2,Delhi,1.0,1,2.23,0.449,0.294,1.928,-0.107,0.178
53f5c7a6e16d761c2265a39500e146dc8a7daedeb94f3cedd192f3f44bfbb7e4,Bangalore,1.0,1,0.395,0.234,1.784,0.8,0.14,0.35
53f7ecd4725e70fea5bf8be0d92109c4ee4958c9a9642dd1a138e682c722903e,Mumbai,1.0,1,0.2,2.064,0.764,-0.03,-0.115,0.545
53f81941694ee2863510fd5362c17e1d5314b6c7d50ce49a5d724d11f2ffcca3,Hyderabad,1.0,2,1.753,0.873,0.423,2.363,0.179,0.508
54073672ed631cf31196ff25ccf0d3545a2feb1955e518ffa50760c2c69b135c,Hyderabad,1.0,1,-0.478,-1.378,0.442,0.492,-0.598,-0.883
5407b63da6cde2a3cb76e5fab12e3eb048ee30fa49c7a33ce039668d49ce4159,Hyderabad,1.0,2,1.667,0.415,0.312,1.952,-0.193,0.047
5408308c3a39178ab79bcea9c4abedfe7e5e64d5bc8ae43d038cb89f52d95b19,Mumbai,1.0,1,0.345,1.845,0.515,1.015,0.441,0.69
540e58c17bbe010f5af50c28476eba2e3dfa9d1fc2ce4f00d09f9e530d74cce1,Hyderabad,1.0,1,1.566,1.035,1.005,1.632,0.185,0.861
540eaadeb864cc3f543fe73ce9f3ad9a3d9eec88eed4cfb5c922b2a60b9b123f,Hyderabad,1.0,4,2.012,-0.088,0.157,2.443,0.278,0.293
540f78174afc309c8e38b17b2af9b6b5a2e4766be961c248e0d3166174ccbc4c,Delhi,1.0,2,2.054,0.093,0.218,1.942,-0.093,0.192
5415ee6cc1dbdfb64eba53b5f452d074c109827c3fcdb7210783c9f06782e391,Delhi,1.0,1,1.705,1.191,0.669,1.37,-0.121,0.325
541961322fd448b6376edac37aecd56c8eda8babe28256ebdfa217a3afe52765,Delhi,1.0,3,0.326,0.013,-0.694,0.006,-1.629,-1.007
54217633b9e6f0ef411fb076868c0ce8991963d7779422569e3e1837c48a6ed9,Mumbai,1.0,1,0.111,1.675,0.375,0.06,-0.025,0.291
5422a224226f9dac1cc65d47da94af78e1c526704663edda9d65d7f23f95e82a,Delhi,1.0,1,1.759,0.098,0.148,1.689,0.229,0.214
5423dbfc74f35284bb71355597296ca92871ab43e38c6069472e3c75f8832dc5,Kolkata,1.0,4,0.385,0.105,0.18,0.617,1.522,1.687
542409dff2da28e0083cb7db3a16f33089c7ad80881420af187d1a18cff1b5eb,Bangalore,1.0,1,0.386,1.081,2.125,0.141,-0.394,0.191
542422e7ba63140e213e5bac7a8aa19b7491a1daf9d3725b76d3100afbaaf940,Hyderabad,1.0,1,1.838,0.238,0.058,2.808,0.192,0.233
5424bab878be5a56d58172c3bc7ca2bcee1df8a507104f9c20d58345681612ee,Hyderabad,1.0,1,0.786,0.236,0.206,1.606,-0.258,-0.219
5429c65d290f0793642698a42275e0d39ea17bdc62198ac4cc84f820eefa8a0b,Delhi,1.0,1,0.793,-0.196,-0.377,0.423,-1.137,-0.752
